"SN_APD_QA","QA_RESPONSE_CD","QA_RESPONSE_TXT"
"-270425","N/A",""
"-270426","Y","GMG 290129"
"-270427","N/A",""
"-270428","N",""
"-270429","Y","Aquila Pressure Testing Software Ver. 2.0"
"-270461","Y","OTC Greenlight v2.0"
"-270502","Y",""
"-270503","Y",""
"-270504","Y",""
"-270505","N/A",""
"-270506","Y","GMG 290180"
"-270507","N/A","Open Water"
"-270508","N",""
"-270509","Y","IPT SureTec Version 4"
"-270510","Y",""
"-270511","Y",""
"-270512","Y",""
"-270513","N/A",""
"-270514","Y","GMG 290129"
"-270515","N/A",""
"-267074","Y",""
"-267075","Y",""
"-267076","Y",""
"-267077","N",""
"-267078","Y","NPDES ID: GMG290089"
"-267079","N/A",""
"-267080","N",""
"-267081","Y","Aquila Pressure Testing Software"
"-266622","Y",""
"-266623","Y",""
"-266624","Y",""
"-266625","N/A",""
"-266626","Y","GMG 290103"
"-266627","N/A","Subsea Well"
"-266628","N",""
"-266629","Y","EZ Chart 2.0"
"-267438","Y",""
"-267439","Y",""
"-267440","Y",""
"-267441","N/A",""
"-267442","Y","GMG 290180"
"-267443","N/A","Open Water"
"-267444","N",""
"-267445","Y","IPT SureTec Version 4"
"-268862","Y",""
"-268863","Y",""
"-268864","N/A",""
"-268865","N/A",""
"-268866","Y","GMG 290103"
"-268867","N/A",""
"-268868","N",""
"-268869","Y","EZ Chart 2.0"
"-268938","Y",""
"-268939","Y",""
"-268940","N/A",""
"-268941","N/A",""
"-268982","Y","GMG290629"
"-268983","N/A",""
"-266886","Y",""
"-266887","Y",""
"-266888","N/A",""
"-266889","N/A",""
"-266890","Y","NPDES Permit GMG 290132"
"-266891","N/A",""
"-266892","N",""
"-266893","Y","IPT SureTec Digital BOP Test Method V4 (or latest available version)."
"-266930","Y",""
"-266931","Y",""
"-266932","Y",""
"-266933","N/A",""
"-266934","Y","GMG 290103"
"-266935","N/A","SUbsea Well"
"-266936","N",""
"-266937","Y","EZ Chart 2.0"
"-266990","Y",""
"-266991","N/A","Riserless drilling - synthetic based drilling fluids will not be utilized."
"-271465","Y","EZ Chart 2.0"
"-276279","Y",""
"-276280","N/A",""
"-276281","N/A",""
"-276270","Y",""
"-276271","Y",""
"-276272","N/A",""
"-276273","N/A",""
"-276274","Y","GMG 290103"
"-276275","N/A",""
"-276276","N",""
"-276277","Y","EZ Chart 2.0"
"-276278","Y",""
"-276282","Y","GMG290079"
"-276283","N/A",""
"-276284","N",""
"-276285","Y","Aquila Version 2.0.0"
"-276286","Y",""
"-276287","Y",""
"-276288","N/A","Sidetrack Operation"
"-276289","N/A",""
"-276290","Y","GMG290103"
"-276291","N/A",""
"-276292","N",""
"-276293","Y","EZ Chart version 2.0"
"-276302","Y","Sufficient mud and barite will be kept on location either on the rig or on standby boats to increase the mudweight by 1/2 ppg or higher if needed"
"-276303","Y","The well will be permitted as zero discharge permit"
"-276304","N/A","This is a permit for sidetracking an existing well, surface casings are already in place."
"-276305","N/A","This is a permit for sidetracking an existing well, surface casings are already in place."
"-276306","Y","GMG290002"
"-277846","Y",""
"-277847","Y",""
"-277848","Y",""
"-277849","N/A",""
"-277870","Y","NPDES Permit #GMG 290132"
"-277871","N/A",""
"-277872","N",""
"-277873","Y","IPT SureTec Digital BOP Test Method Version 4.0, or latest approved version."
"-278136","N",""
"-278137","Y","Use of Suretec IPT; BSEE approval letter attached, Rev 4.0 dated 2019"
"-278819","Y",""
"-278820","N/A",""
"-278821","N/A",""
"-278822","Y","GMG290615"
"-278823","Y",""
"-278824","N",""
"-278825","Y","GL2.0"
"-278910","Y",""
"-278794","Y",""
"-278795","N/A",""
"-278796","N/A",""
"-278797","N/A",""
"-278798","Y","GMG290269"
"-278799","Y",""
"-278800","N",""
"-278801","Y","OTC Greenlight"
"-278818","Y",""
"-278911","Y",""
"-278912","N/A",""
"-276106","Y","GMG 290110"
"-276107","N/A","Subsea wells"
"-276108","N",""
"-276109","Y","SureTec, version 4.0 or higher"
"-278710","Y",""
"-278711","N/A",""
"-278712","N/A",""
"-278713","N/A",""
"-278714","Y","GMG290269"
"-278715","Y",""
"-278716","N",""
"-278717","Y","OTC Greenlight"
"-274634","Y",""
"-274635","Y","Plan to use synthetic based mud, mud will be discharged within compliance. System will be able to go full containment / zero discharge if required."
"-274636","N/A",""
"-274637","N/A",""
"-274638","Y","GMG290615"
"-274639","Y",""
"-274640","N",""
"-274641","Y","GL 2.0"
"-274662","Y",""
"-274663","Y",""
"-274664","Y",""
"-274665","N/A",""
"-274666","Y","NPDES Permit #GMG 290132"
"-274667","N/A",""
"-274668","N",""
"-274669","Y","IPT SureTec Digital BOP Test Method.
Version 4 or latest update version."
"-274670","Y",""
"-274671","Y",""
"-274672","Y",""
"-274673","N/A",""
"-274674","Y","GMG290132"
"-274675","N","Please see attachment ""Response to NTL 2009-G25""."
"-274676","N",""
"-274677","Y","IPT Suretec Digital BOP Test Method Version 4.0 or greater"
"-274950","Y","Sufficient mud and barite will be kept on location either on the rig or on standby boats to increase the mudweight by 1/2 ppg or higher if needed		
		
		
"
"-274951","Y","The well will be permitted as Zero discharge permit		
		
		
"
"-274952","N/A","This is a permit for sidetracking an existing well, surface casings are  already in place		
		
		
"
"-274953","N/A","This is a permit for sidetracking an existing well, surface casings are  already in place		
		"
"-274954","Y","GMG290002"
"-274955","Y",""
"-274956","N","The WCD are attached with the WCST+		
		
		
"
"-274957","Y","IPT Suretec Version 4"
"-275058","Y",""
"-275059","Y",""
"-276307","Y",""
"-276308","N","The WCD are attached with the WCST+"
"-276309","Y","IPT Surectec Version 4"
"-277574","Y","GMG 290103"
"-277575","N/A",""
"-277576","N",""
"-277577","Y","EZ Chart 2.0"
"-277702","Y",""
"-277703","N/A",""
"-277704","Y",""
"-277705","N/A",""
"-277706","Y","GMG290103"
"-277707","N/A",""
"-277708","N",""
"-277709","N/A",""
"-277990","Y",""
"-277991","Y",""
"-277992","Y",""
"-277993","N/A",""
"-277994","Y","NPDES Permit #GMG 290132"
"-277995","N/A",""
"-277996","N",""
"-277997","Y","IPT SureTec Digital BOP Test Method Version 4.0, or latest approved version."
"-278090","Y",""
"-278091","Y",""
"-278092","Y",""
"-278093","N/A",""
"-278094","Y","NPDES Permit #GMG 290132"
"-278095","N/A",""
"-278096","N",""
"-278097","Y","IPT SureTec Digital BOP Test Method Version 4.0, or latest approved version."
"-278198","Y",""
"-278199","Y",""
"-278200","Y",""
"-278201","N/A",""
"-278202","Y","NPDES Permit #GMG 290132"
"-278203","N/A",""
"-272126","Y",""
"-272127","Y",""
"-272128","Y",""
"-272129","N/A",""
"-272130","Y","GMG290089"
"-272131","N/A","Subsea Well"
"-272132","N",""
"-272133","Y","Aquila Digital Pressure Testing System"
"-272134","N/A","cancel the approved BYPASS permit"
"-272135","N/A","cancel the approved BYPASS permit"
"-272136","N/A","cancel the approved BYPASS permit"
"-272137","N/A","cancel the approved BYPASS permit"
"-272138","N/A","cancel the approved BYPASS permit"
"-272139","N/A","cancel the approved BYPASS permit"
"-272140","N/A","cancel the approved BYPASS permit"
"-272141","N/A","cancel the approved BYPASS permit"
"-272162","N/A","RBP To cancel the approved BYPASS permit. "
"-272163","N/A","RBP To cancel the approved BYPASS permit. "
"-272164","N/A","Riserless drilled"
"-272165","N/A","RBP To cancel the approved BYPASS permit. "
"-272166","N/A","GMG290103"
"-272167","N/A","RBP To cancel the approved BYPASS permit. "
"-272168","N/A","RBP To cancel the approved BYPASS permit. "
"-272169","N/A","RBP To cancel the approved BYPASS permit. "
"-278461","N/A",""
"-278462","Y","GMG 290006"
"-278463","N/A","Subsea well"
"-278464","N",""
"-278465","Y","IPT SureTec v4"
"-278598","Y",""
"-278599","Y",""
"-278600","N/A","On-going operation"
"-278458","Y",""
"-278459","Y",""
"-278460","Y",""
"-271834","Y",""
"-271835","Y",""
"-271836","Y",""
"-271837","N/A",""
"-271838","Y","GMG 290103"
"-271839","N/A","Subsea Well"
"-271840","N",""
"-271841","Y","EZ Chart 2.0"
"-276783","N/A",""
"-276784","N/A",""
"-276785","N/A",""
"-276786","Y","GMG 290103"
"-276787","N/A","Continuous Operations"
"-276788","N",""
"-276789","Y","EZ Chart 2.0"
"-276734","Y",""
"-276735","Y",""
"-276736","N/A","Sidetrack Operation"
"-276737","N/A",""
"-276738","Y","GMG290103"
"-276739","N/A",""
"-276740","N",""
"-276741","Y","EZ Chart version 2.0"
"-276782","Y",""
"-274610","Y",""
"-274611","Y",""
"-274612","N/A",""
"-274613","N/A",""
"-274614","Y","GMG 290103"
"-274615","N","Continuous Operations"
"-274616","N",""
"-274617","Y","EZ Chart V2.0"
"-274894","Y",""
"-274895","Y",""
"-274896","N/A",""
"-274897","N/A",""
"-274898","Y","GMG290615"
"-274899","Y",""
"-274900","N",""
"-274901","Y","Greenlight 2.0"
"-275042","Y",""
"-275043","Y",""
"-275044","N/A",""
"-275045","N/A",""
"-275046","Y","GMG290110"
"-275047","N/A",""
"-275048","N",""
"-275049","Y","SureTec IPT Version 4.0 - Letter attached"
"-275050","Y",""
"-275051","Y",""
"-275052","N/A",""
"-275053","N/A",""
"-275054","Y","GMG290615"
"-275055","Y",""
"-275056","N",""
"-275057","Y","GL2.0"
"-275060","N/A","Sidetrack Operation"
"-275061","N/A",""
"-275082","Y","GMG290103"
"-275083","N/A",""
"-272643","N","Producible wells located in the affected wellbay below the surface and at the wellhead will not be shut-in for rig skids provided that all heavy equipment, such as BOP's, are fully secured on appropriate parking stumps or wellheads. BP intends to shut-in adjacent producible wells during BOP or riser installations at risk of impact should lifting devices fail."
"-272644","N",""
"-272645","Y","IPT Pressure Testing"
"-273150","Y",""
"-273151","Y","Although operations are prepared for zero discharge, we intend to comply with the NPDES general permit requirements.       "
"-273152","N/A","MD17 was top set in 12/2013. The 36"" and 22"" riserless sections are already installed."
"-273153","N/A",""
"-273154","Y","GMG290110"
"-273155","N","Producible wells located in the affected wellbay below the surface and at the wellhead will not be shut-in for rig skids provided that all heavy equipment, such as BOP's, are fully secured on appropriate parking stumps or wellheads. BP intends to shut-in adjacent producible wells during BOP or riser installations at risk of impact should lifting devices fail."
"-273156","N",""
"-273157","Y","IPT Pressure Testing"
"-273210","Y",""
"-273211","Y","Although operations are prepared for zero discharge, we intend to comply with the NPDES general permit requirements.       "
"-273212","N/A","MD17 was top set in 12/2013. The 36"" and 22"" riserless sections are already installed."
"-273213","N/A",""
"-273214","Y","GMG290110"
"-273215","N","Producible wells located in the affected wellbay below the surface and at the wellhead will not be shut-in for rig skids provided that all heavy equipment, such as BOP's, are fully secured on appropriate parking stumps or wellheads. BP intends to shut-in adjacent producible wells during BOP or riser installations at risk of impact should lifting devices fail."
"-273216","N",""
"-273217","Y","IPT Pressure Testing"
"-273414","Y",""
"-273415","N/A",""
"-273416","Y",""
"-273417","N/A",""
"-273418","Y","GMG 290103"
"-273419","N/A","SS Well"
"-273420","N",""
"-273421","N/A","Only riserless work, no BOP required."
"-277914","Y",""
"-277915","Y",""
"-277916","N/A",""
"-277917","N/A",""
"-277918","Y","GMG290110"
"-277919","N/A",""
"-277920","N",""
"-275846","Y",""
"-275847","Y","Plan to use synthetic based mud, mud will be discharged within compliance. System will be able to go full containment / zero discharge if required."
"-275848","N/A",""
"-275849","N/A",""
"-275850","Y","GMG290615"
"-275851","Y",""
"-275852","N",""
"-275853","Y","GL V2.0"
"-276526","Y",""
"-276527","Y",""
"-276528","Y",""
"-276529","N/A",""
"-276530","Y","NPDES Permit #GMG 290132"
"-276531","N/A",""
"-276532","N",""
"-276533","Y","IPT SureTec Digital BOP Test Method.
Version 4 or latest update version."
"-276534","Y",""
"-276535","Y",""
"-276536","Y",""
"-276537","N/A",""
"-276538","Y","GMG290132"
"-276539","N","Please see attachment ""Response to NTL 2009-G25""."
"-276540","N",""
"-276541","Y","IPT Suretec Digital BOP Test Method Version 4.0 or greater"
"-276938","Y",""
"-276939","Y",""
"-276940","Y",""
"-276941","N/A",""
"-276942","Y","290103"
"-276943","N/A","Subsea Operation"
"-276944","N",""
"-276945","Y","EZ Chart 2.0"
"-276946","Y",""
"-276947","Y",""
"-276948","N/A",""
"-276949","N/A",""
"-276430","Y",""
"-276431","Y",""
"-276432","Y",""
"-276433","N/A",""
"-276434","Y","GMG 290103"
"-276435","N/A",""
"-276436","N",""
"-276437","Y","EZ Chart 2.0"
"-277034","Y",""
"-277035","Y",""
"-277036","N/A",""
"-277037","N/A",""
"-277038","Y","GMG 290110"
"-277039","N/A",""
"-277040","N",""
"-277041","Y","SureTec Version 4.0 - Letter attached."
"-277042","Y",""
"-277043","Y",""
"-277044","Y",""
"-277045","N/A",""
"-277046","Y","NPDES Permit #GMG 290132"
"-277047","N/A",""
"-277048","N",""
"-277049","Y","IPT SureTec Digital BOP Test Method Version 4.0, or latest approved version."
"-279863","N/A","SS Well"
"-279864","N",""
"-279865","Y","EZ Chart version 2.0 "
"-279866","Y",""
"-279867","Y",""
"-279868","Y",""
"-279869","N/A",""
"-272814","Y",""
"-272815","Y",""
"-272816","Y",""
"-272817","N/A",""
"-272818","Y","NPDES Permit #GMG290132"
"-272819","N/A",""
"-272820","N",""
"-272821","Y","IPT SureTec Digital BOP Test Method V4 or
latest."
"-272842","Y",""
"-272843","Y",""
"-272844","Y",""
"-272845","N/A",""
"-272846","Y","GMG290110"
"-272847","N/A",""
"-272848","N",""
"-272849","Y","Surtech IPT, version 4.0, approval letter attached"
"-277921","Y","SureTec Version 4.0 - Approval Letter Attached."
"-279930","Y",""
"-279931","Y",""
"-279932","N/A","Operation Completed 
The riserless portion of the operation was completed in 2025. This RPD pertains to the remaining, deepening scope of
work."
"-279933","N/A",""
"-279934","Y","GMG 290103"
"-279935","N/A","SS Well"
"-279936","N",""
"-279937","Y","EZ Chart version 2.0 "
"-272514","Y",""
"-272515","Y",""
"-272516","Y",""
"-272517","N",""
"-272518","Y","GMG 290006"
"-272519","N/A","Subsea well"
"-272520","N",""
"-272521","Y","IPT SureTec v4"
"-274343","Y",""
"-274344","N/A",""
"-274345","N/A",""
"-274346","Y","GMG290006"
"-274347","N/A","subsea well"
"-274348","N",""
"-274349","Y","OTC Greenlight V2.0"
"-272778","Y",""
"-272779","N/A",""
"-272780","Y",""
"-272781","N/A",""
"-272802","Y","GMG290110 "
"-272803","N/A",""
"-272804","N",""
"-272805","N/A",""
"-272806","Y",""
"-272807","N/A","Riserless drilling - synthetic based drilling fluids will not be utilized."
"-272808","Y",""
"-272809","N/A",""
"-272810","Y","GMG 290006"
"-272811","N","Alternate Compliance being requested through TIMS FSS."
"-272812","N",""
"-272813","N/A","Riserless Drilling"
"-274342","Y",""
"-276950","Y","GMG 290110"
"-276951","N/A",""
"-276952","N",""
"-276953","Y","SureTec IPT Version 4.0"
"-277314","Y",""
"-277315","Y",""
"-277316","Y",""
"-277317","N/A",""
"-277318","Y","GMG290103"
"-277319","N/A","Subsea Well"
"-277320","N",""
"-277321","Y","EZ Chart 2.0"
"-277546","Y",""
"-277547","Y",""
"-277548","Y",""
"-277549","Y",""
"-277550","Y","GMG290003"
"-277551","N/A",""
"-277552","N",""
"-277553","Y","Suretec Version 4"
"-278170","Y",""
"-278171","Y",""
"-278172","Y",""
"-278173","N/A",""
"-278174","Y","GMG 290006"
"-278175","N/A","Subsea well"
"-278176","N",""
"-278177","Y","IPT SureTec v4"
"-278706","Y",""
"-272622","Y",""
"-272623","Y",""
"-272624","Y",""
"-272625","N/A",""
"-272626","Y","GMG29062O"
"-272627","N/A",""
"-272628","N",""
"-272629","Y","See attached approval to use Aquila Pressure Test Software Version 2.0.0"
"-279870","Y","GMG 290006"
"-279871","N/A","Subsea well"
"-279872","N",""
"-279873","Y","IPT SureTec v4"
"-273694","Y",""
"-273695","Y",""
"-273696","Y",""
"-273697","N",""
"-273698","Y","NPDES Permit #GMG 290132"
"-273699","N",""
"-273700","N",""
"-273701","Y","IPT SureTec Digital BOP Test Method. Version 4
or latest update version."
"-273810","Y",""
"-273811","Y","Syn based fluid will be used and oil on cutting measured to be compliant to discharge."
"-273812","N/A",""
"-273813","N/A",""
"-273814","Y","GMG290615"
"-273815","Y",""
"-273816","N",""
"-255866","Y","GMG 290629"
"-255867","N/A","Subsea well"
"-255868","N",""
"-255869","Y","Aquila DPT version 1.0 or later"
"-257675","Y",""
"-257676","Y",""
"-257677","N/A",""
"-257678","Y","GMG #290188"
"-257679","N/A",""
"-257680","N",""
"-257681","Y","Aquila version 1.0, letter attached."
"-257663","N","Producible wells located in the affected wellbay below the surface and at the wellhead will not be shut-in for rig skids provided that all heavy equipment, such as BOP's, are fully secured on appropriate parking stumps or wellheads. BP intends to shut-in adjacent producible wells during BOP or riser installations at risk of impact should lifting devices fail."
"-257664","N",""
"-257665","Y","IPT Pressure Testing"
"-257674","Y",""
"-257718","Y","1000 sacks of Barite and 200 sacks of gel will be maintained on the MODU during drilling operations."
"-257719","Y","SBM cuttings will only be discharged if the cuttings meet EPA guidelines. If the cuttings fail to meet NPDES discharge requirements, then we will go to zero discharge for the cuttings."
"-257720","N/A",""
"-257721","Y",""
"-257742","Y","GMG290553"
"-257743","N","Approved FFS through TIMS"
"-257744","N",""
"-257745","Y","OTC GreenLight V2.0"
"-256466","Y",""
"-256467","Y",""
"-256468","Y",""
"-256469","N/A",""
"-256470","Y","GMG29062K"
"-256471","N/A","Subsea Well with no surrounding wells. "
"-253610","Y",""
"-253611","Y","Although operations are prepared for zero discharge, we intend to comply with the NPDES general permit requirements.     "
"-253612","Y",""
"-253613","N/A",""
"-253614","Y","GMG 290110"
"-253615","N/A","Subsea Well"
"-253616","N",""
"-253617","N/A","IPT Global's SureTec, Version 4"
"-253642","Y",""
"-253643","Y","Although operations are prepared for zero discharge, we intend to comply with the NPDES general permit requirements.   "
"-253644","Y",""
"-253645","N/A",""
"-253646","Y","GMG290110"
"-253647","N/A","Subsea"
"-253648","N",""
"-253649","Y","IPT Global's SureTec"
"-253782","Y",""
"-253783","Y",""
"-253784","Y",""
"-253785","N/A",""
"-253786","Y","GMG 290103"
"-253787","N/A","SS Well"
"-253788","N",""
"-253789","Y","EZ Chart 2.0"
"-255231","Y",""
"-255232","Y",""
"-255233","N/A",""
"-255234","Y","GMG 290103"
"-255235","N/A","Subsea Well"
"-255236","N",""
"-255237","Y","EZ Chart V2"
"-255382","Y",""
"-255230","Y",""
"-255383","Y",""
"-255384","N/A",""
"-255385","N/A",""
"-254514","Y",""
"-254515","Y",""
"-254516","N/A",""
"-254517","N/A",""
"-254518","Y","GMG290615"
"-254519","Y",""
"-254520","N",""
"-254521","Y","GL 2.0"
"-254830","Y",""
"-254831","Y",""
"-254832","Y",""
"-254833","N/A",""
"-254834","Y","GMG290089"
"-254835","N/A","Subsea Well"
"-254836","N",""
"-254837","Y","Aquila Digital Pressure Testing System"
"-254838","Y","1000 sacks of Barite and 200 sacks of gel will be maintained on the MODU during drilling operations."
"-254839","Y","SBM cuttings will only be discharged if the cuttings meet EPA guidelines. If the cuttings fail to meet NPDES discharge requirements, then we will go to zero discharge for the cuttings."
"-254840","N/A",""
"-254841","Y",""
"-254842","Y","GMG290553"
"-254843","N","Approved FFS through TIMS"
"-254844","N",""
"-254845","Y","OTC GreenLight V2.0"
"-257186","Y",""
"-257187","Y",""
"-257188","Y",""
"-257189","N/A",""
"-257190","Y","NPDES Permit #GMG290132"
"-257191","N","Please see attachment ""Response to NTL 2009-G25""."
"-257192","N",""
"-257193","Y","IPT SureTec Version 4.0."
"-257446","Y",""
"-257447","Y",""
"-257448","Y",""
"-253274","Y",""
"-253275","Y",""
"-253276","Y",""
"-253277","N/A",""
"-253278","Y","GMG 290180"
"-253279","N/A","Open Water"
"-253280","N",""
"-253281","Y","IPT SureTec Version 4.0 or higher"
"-255442","Y",""
"-255443","Y",""
"-255444","N/A",""
"-255445","N/A",""
"-255446","Y","GMG 290103"
"-255447","N","No, continuous operations from plugback. Also, see attached approval letter."
"-255448","N",""
"-255449","Y","EZ Chart V2"
"-256718","Y",""
"-256719","Y",""
"-256720","Y",""
"-256721","N/A",""
"-256762","Y","NPDES Permit #GMG 290132"
"-256763","N/A",""
"-256764","N",""
"-256765","Y","IPT SureTec Digital BOP Test Method Version 4, or latest approved version."
"-257050","Y",""
"-257051","Y",""
"-257052","Y",""
"-257053","N/A",""
"-257054","Y","GMG 290180"
"-257055","N/A","Open Water"
"-257058","Y",""
"-256472","N",""
"-256473","Y","Aquila Pressure Testing Software. "
"-256550","Y",""
"-256551","Y",""
"-256552","N/A",""
"-256553","N/A",""
"-256554","Y","GMG290615"
"-256555","Y",""
"-256556","N",""
"-256557","Y","GL V2.0"
"-256558","Y",""
"-256559","Y",""
"-256560","Y",""
"-256561","N/A",""
"-256562","Y","GMG290110"
"-256563","N/A","Subsea well"
"-256564","N",""
"-256565","Y","Suretec IPT 4.0"
"-257258","Y",""
"-257259","Y",""
"-257260","N/A",""
"-257261","Y",""
"-257282","Y","GMG290615"
"-257283","Y",""
"-257284","N",""
"-257285","Y","Greenlight 2.0"
"-257390","Y",""
"-257391","N/A",""
"-257392","Y",""
"-257393","N/A",""
"-257394","Y","GMG 290629"
"-257395","N/A","Subsea Well"
"-257396","N",""
"-257397","Y","OTC GreenLight V.2 or later."
"-257570","Y",""
"-257571","Y",""
"-257572","N/A",""
"-255386","Y","GMG290615"
"-255387","Y",""
"-255388","N",""
"-255389","Y","GL V2.0"
"-256646","Y",""
"-256647","Y",""
"-256648","N/A",""
"-256649","N/A",""
"-256650","Y","GMG 290103"
"-256651","N","Please see attached approval."
"-256652","N",""
"-256653","Y","EZ-Chart Pressure Testing System V2 or newer as digital BOP testing software."
"-256655","Y",""
"-256656","Y",""
"-256657","N/A",""
"-256658","Y","NPDES Permit #GMG290132"
"-256659","N","Please see attachment ""Response to NTL 2009-G25""."
"-256660","N",""
"-256661","Y","IPT SureTec Version 4.0."
"-256702","Y",""
"-256654","Y",""
"-256703","Y",""
"-256704","Y",""
"-256705","N/A",""
"-256706","Y","NPDES Permit #GMG 290132"
"-256707","N/A",""
"-256708","N",""
"-256709","Y","IPT SureTec Digital BOP Test Method Version 4, or latest approved version."
"-256710","Y",""
"-256711","N/A",""
"-256712","Y",""
"-256713","N/A",""
"-256714","Y","GMG 290103"
"-256715","N/A","Subsea Well"
"-256716","N",""
"-256717","N/A","Only riserless work, no BOP required."
"-256006","Y",""
"-256007","Y",""
"-256008","Y",""
"-256009","N/A",""
"-256010","Y","GMG 290103"
"-256011","N/A","SS Well"
"-256012","N",""
"-256013","Y","EZ Chart 2.0"
"-257449","N","Subsea well. Conductor casing (28"" casing) will not be used in this operation. No 28"" has ever been set in this field. See attached ""GC 389 002 Riserless LWD Log"" for the nearby LWD log (<500 away). "
"-257450","Y","GMG29062K"
"-257451","N",""
"-257452","N",""
"-257453","Y","Aquila's Pressure Testing Software"
"-257490","Y",""
"-257491","Y",""
"-257492","Y",""
"-257493","N/A",""
"-257494","Y","NPDES Permit #GMG290132"
"-257495","N","Please see attachment ""Response to NTL 2009-G25""."
"-257496","N",""
"-257497","Y","IPT SureTec Version 4.0."
"-257671","N","Please see attachment ""Response to NTL 2009-G25""."
"-257672","N",""
"-257673","Y","IPT SureTec Version 4.0."
"-258247","Y",""
"-266992","Y",""
"-266993","N/A",""
"-266994","Y","GMG 290006"
"-266995","N/A","Subsea well (caisson)"
"-266996","N",""
"-266997","N/A","Riserless Drilling"
"-266998","Y",""
"-266999","N/A","Riserless drilling - synthetic based drilling fluids will not be utilized."
"-267000","Y",""
"-267001","N/A",""
"-267002","Y","GMG 290006"
"-267003","N/A","Subsea well (caisson)"
"-267004","N",""
"-267005","N/A","Riserless Drilling"
"-267058","Y",""
"-267059","Y",""
"-267060","Y",""
"-268994","Y",""
"-265386","Y",""
"-265387","Y",""
"-265388","N/A",""
"-265389","N/A",""
"-265390","Y","GMG 290103"
"-265391","N","Continuous operation from abandonment ST02. Also, please see approval letter."
"-265392","N",""
"-265393","Y","EZ Chart V2.0"
"-265442","Y",""
"-265443","Y",""
"-265444","N/A",""
"-265445","N/A",""
"-265446","Y","GMG290615"
"-265447","Y",""
"-265448","N",""
"-265449","Y","GL V2.0"
"-265570","Y",""
"-265571","Y",""
"-265572","N/A",""
"-265573","N/A",""
"-265574","Y","GMG290629"
"-265575","N/A",""
"-265576","N",""
"-265577","Y","OTC GreenLight V2"
"-265586","Y",""
"-265587","Y",""
"-265588","N/A",""
"-265589","N/A",""
"-265590","Y","GMG290376"
"-265591","N","The A-1, A-4, A-9, A-11, A-25 wells will be shut in during nipple up and nipple down operations. 

Please see the BSEE approved departure letter attached to this permit."
"-265592","N",""
"-265593","Y","OTC Greenlight 2.0"
"-265594","Y",""
"-265595","N",""
"-265596","Y",""
"-265597","N/A",""
"-270519","Y",""
"-270520","Y",""
"-270521","N/A",""
"-270562","Y","GMG 290180"
"-270563","N/A","Open Water"
"-270564","N",""
"-270565","Y","IPT SureTec v.4.0 or higher"
"-275134","Y",""
"-270516","N",""
"-270517","Y","Aquila Pressure Testing Software Ver. 2.0"
"-270518","Y",""
"-275135","Y",""
"-275136","N/A",""
"-275137","N/A",""
"-275138","Y","GMG 290110"
"-275139","N/A",""
"-275140","N",""
"-275141","Y","SureTec Version 4.0 - Letter attached."
"-270847","Y",""
"-270848","N/A","Riserless Portion Completed "
"-270849","N/A",""
"-270850","Y","GMG 290103"
"-270851","N/A",""
"-270852","N",""
"-270853","Y","EZ Chart 2.0 "
"-270854","Y",""
"-270798","Y",""
"-270799","Y",""
"-270800","Y",""
"-270801","N/A",""
"-270842","Y","GMG290110"
"-270843","N/A",""
"-270844","N",""
"-270845","Y","Yes, IPT Version 4"
"-270846","Y",""
"-270855","Y",""
"-270856","N/A","Bypass Operations. Riserless sections have been drilled. "
"-267818","Y",""
"-267819","Y",""
"-267820","N/A",""
"-267821","N/A",""
"-267842","Y","GMG290629"
"-267843","N/A",""
"-267844","N",""
"-267845","Y","OTC GreenLight V2"
"-268984","N",""
"-268985","Y","OTC Greenlight V2"
"-269010","Y",""
"-269011","Y",""
"-269012","Y",""
"-269013","N/A",""
"-269014","Y","GMG290110"
"-269015","N/A",""
"-269016","N",""
"-269017","Y","Suretec IPT; see attached IPT BSEE approval letter."
"-269126","Y",""
"-269127","Y",""
"-269128","Y",""
"-269129","N",""
"-269130","Y","NPDES Permit #GMG 290132"
"-269131","N",""
"-269132","N",""
"-269133","Y","IPT SureTec Digital BOP Test Method. Version 4
or latest update version."
"-269182","Y",""
"-269183","Y",""
"-269184","Y",""
"-269185","N",""
"-269186","Y","NPDES Permit #GMG 290132"
"-269187","N",""
"-269188","N",""
"-269189","Y","IPT SureTec Digital BOP Test Method. Version 4
or latest update version."
"-269190","Y",""
"-269191","Y",""
"-269192","Y",""
"-265270","Y",""
"-265271","Y",""
"-265272","N/A","Riserless drilling completed. Sidetrack operation"
"-265273","N/A","Riserless drilling completed. Sidetrack operation"
"-265274","Y","GMG290003"
"-265275","N/A","BOP Stack currently on well."
"-265276","N",""
"-265277","Y","Suretec Version 4"
"-266139","Y",""
"-266140","Y",""
"-266141","N/A",""
"-266142","Y","GMG290103"
"-266143","N/A","SS Well"
"-266144","N",""
"-266145","Y","EZ Chart 2.0"
"-267061","N/A",""
"-266122","Y",""
"-266123","Y",""
"-266124","N/A",""
"-266125","N/A",""
"-266126","Y","GMG290615"
"-266127","Y",""
"-266128","N",""
"-266129","Y","Greenlight V2.0"
"-266138","Y",""
"-267062","Y","NPDES Permit #GMG 290132"
"-267063","N/A",""
"-267064","N",""
"-267065","Y","IPT SureTec Digital BOP Test Method Version 4.0, or latest approved version."
"-265378","Y",""
"-265379","Y",""
"-265380","N/A",""
"-265381","N/A",""
"-265382","Y","GMG290376"
